filename,width,height,class,xmin,ymin,xmax,ymax
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,white_knight,850,760,925,856
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,black_bishop,624,549,693,626
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,white_bishop,197,162,270,258
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,black_king,707,209,780,338
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_1,758,92,955,864
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_2,667,96,844,867
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_3,572,100,727,871
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_4,477,106,611,873
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_5,383,112,499,879
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_6,270,121,389,879
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_7,158,122,293,893
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,rank_8,44,126,199,896
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_a,45,744,959,893
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_b,54,635,941,780
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_c,67,534,927,671
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_d,75,436,911,574
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_e,83,343,896,478
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_f,89,256,881,383
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_g,96,173,876,297
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,file_h,102,91,860,212
gn_039e_23-Jun-2019-11-52_0042.jpg,1024,1024,outline,45,91,959,897
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_pawn,537,251,632,317
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_pawn,302,678,366,743
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_pawn,510,656,568,722
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_pawn,81,286,147,353
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_queen,406,427,484,540
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_rook,518,444,586,534
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_rook,721,66,785,162
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_king,289,44,373,180
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_queen,806,734,911,828
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_knight,492,252,559,356
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_knight,151,773,240,854
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_bishop,614,449,680,532
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,white_bishop,685,234,753,331
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,black_king,392,217,470,339
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_1,759,93,957,864
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_2,666,97,841,865
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_3,571,102,727,873
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_4,477,106,611,875
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_5,384,110,497,882
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_6,267,123,386,886
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_7,159,123,289,893
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,rank_8,42,127,201,896
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_a,41,744,957,891
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_b,55,636,942,780
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_c,63,535,924,673
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_d,73,438,911,574
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_e,85,347,896,477
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_f,92,257,885,383
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_g,94,174,876,293
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,file_h,101,95,863,214
gn_039e_23-Jun-2019-11-52_0060.jpg,1024,1024,outline,46,91,962,896
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_pawn,614,265,666,336
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_pawn,306,678,366,744
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_pawn,81,284,150,356
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_pawn,510,654,568,719
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_queen,407,426,481,539
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_rook,516,445,584,532
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_rook,721,65,785,160
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_king,285,41,380,183
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_queen,815,732,911,826
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_knight,490,256,559,361
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_knight,155,778,240,857
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_bishop,616,448,680,531
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,white_bishop,684,231,751,331
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,black_king,389,217,471,341
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_1,760,92,955,864
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_2,664,96,842,867
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_3,570,99,728,874
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_4,477,104,611,877
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_5,384,112,498,880
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_6,267,119,386,883
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_7,158,122,293,892
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,rank_8,45,128,201,895
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_a,46,745,957,893
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_b,57,636,938,779
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_c,63,535,925,674
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_d,72,438,911,574
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_e,80,344,898,477
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_f,90,254,883,386
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_g,94,174,872,300
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,file_h,99,93,864,214
gn_039e_23-Jun-2019-11-52_0062.jpg,1024,1024,outline,42,91,955,896
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_pawn,614,262,668,334
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_pawn,305,686,366,739
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_pawn,79,282,149,358
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_pawn,512,657,571,719
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_queen,403,430,483,538
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_rook,519,440,585,536
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_rook,721,64,790,162
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_king,286,40,375,186
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_queen,812,735,912,831
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_knight,494,257,558,356
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_knight,158,777,237,857
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_bishop,611,448,685,534
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,white_bishop,684,230,749,328
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,black_king,393,219,468,343
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_1,760,91,958,864
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_2,667,93,842,865
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_3,570,101,728,873
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_4,476,105,611,874
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_5,384,114,499,880
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_6,267,121,384,882
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_7,158,123,293,892
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,rank_8,44,127,198,899
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_a,46,748,957,896
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_b,53,635,938,783
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_c,60,534,923,675
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_d,71,438,910,574
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_e,85,348,894,478
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_f,92,256,884,387
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_g,97,173,876,296
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,file_h,103,92,864,212
gn_039e_23-Jun-2019-11-52_0063.jpg,1024,1024,outline,46,91,955,895
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_pawn,512,553,575,618
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_pawn,836,539,898,610
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_pawn,188,364,257,432
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_pawn,408,100,466,180
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_queen,62,443,171,552
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_rook,733,652,805,734
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_rook,298,452,385,543
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_king,608,628,692,727
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_queen,172,552,279,653
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_knight,720,432,788,527
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_knight,399,778,476,860
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_bishop,642,773,716,853
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,white_bishop,136,93,212,200
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,black_king,503,34,575,177
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_1,759,93,955,864
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_2,666,96,841,867
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_3,571,101,727,873
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_4,476,106,610,874
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_5,383,112,499,882
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_6,267,122,388,882
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_7,158,121,290,891
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,rank_8,45,126,199,893
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_a,44,743,958,896
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_b,54,634,940,784
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_c,64,532,927,673
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_d,73,436,912,570
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_e,83,343,898,478
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_f,89,256,884,384
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_g,96,173,873,297
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,file_h,103,92,863,214
gn_039e_23-Jun-2019-11-52_0075.jpg,1024,1024,outline,46,92,957,896
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_pawn,411,256,468,327
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_pawn,794,247,854,326
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_pawn,108,109,167,186
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_pawn,494,665,555,734
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_queen,289,543,379,645
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_rook,501,544,570,626
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_rook,405,364,477,454
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_king,28,662,150,756
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_queen,128,790,244,883
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_knight,99,251,183,348
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_knight,498,251,566,352
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_bishop,398,86,460,183
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,white_bishop,797,323,863,425
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,black_king,592,122,660,254
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_1,758,90,957,864
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_2,664,96,844,866
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_3,571,101,725,874
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_4,476,105,614,873
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_5,384,112,496,883
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_6,268,117,385,883
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_7,155,121,293,896
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,rank_8,45,127,201,892
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_a,44,744,959,896
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_b,54,635,942,782
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_c,63,532,924,678
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_d,72,436,912,571
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_e,83,345,896,479
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_f,86,257,885,383
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_g,96,174,875,297
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,file_h,101,92,864,214
gn_039e_23-Jun-2019-11-52_0086.jpg,1024,1024,outline,45,91,958,897
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_pawn,646,443,702,508
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_pawn,763,645,825,713
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_pawn,621,356,677,435
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_pawn,521,664,581,727
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_queen,667,744,744,841
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_rook,527,543,594,634
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_rook,206,356,279,444
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_king,515,228,588,360
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_queen,290,780,388,870
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_knight,310,549,399,634
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_knight,729,522,797,613
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_bishop,654,548,719,625
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,white_bishop,507,66,563,167
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,black_king,807,191,890,319
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_1,776,87,989,861
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_2,683,93,871,864
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_3,586,97,757,871
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_4,493,104,644,873
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_5,402,110,527,880
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_6,296,115,416,880
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_7,186,122,308,892
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,rank_8,72,128,216,895
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_a,71,740,990,897
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_b,81,631,968,782
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_c,92,528,951,673
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_d,99,430,937,574
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_e,108,339,920,479
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_f,112,251,910,386
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_g,115,170,894,296
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,file_h,121,88,881,214
gn_039e_23-Jun-2019-11-52_0100.jpg,1024,1024,outline,73,87,992,895
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_pawn,705,245,760,322
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_pawn,854,419,910,491
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_pawn,205,187,267,269
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_pawn,628,541,690,609
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_queen,623,212,688,331
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_rook,76,802,175,874
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_rook,418,538,492,618
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_king,305,415,397,531
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_queen,623,317,698,436
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_knight,310,554,396,639
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_knight,416,782,489,862
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_bishop,420,82,483,174
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,white_bishop,107,83,186,183
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,black_king,401,132,481,262
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_1,768,84,988,853
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_2,672,88,875,862
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_3,580,97,758,867
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_4,488,102,642,873
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_5,393,112,528,882
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_6,299,118,418,886
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_7,186,126,302,895
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,rank_8,75,131,210,905
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_a,77,734,990,904
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_b,81,625,970,793
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_c,85,525,950,684
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_d,93,427,933,579
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_e,101,335,920,483
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_f,105,247,903,391
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_g,108,165,889,304
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,file_h,110,84,875,221
gn_039e_23-Jun-2019-11-52_0121.jpg,1024,1024,outline,73,84,988,904
gn_039e_23-Jun-2019-11-52_0132.jpg,1024,1024,black_pawn,741,443,802,518
